UserId,HiredForJobId,Skills,UsersPosition,EnglishLevel,YearsOfExperience
658401,1554,"jquery, es6, json, xml, github, html, ui, wordpress, nosql, css, single-­page applications, information security, react.js, sass, bemcss, design patterns, redux, game development, photoshop, ilustrator, ASP.Net Core, scrum, git, git flow, mongodb, sql, c#, java, mobile application development, android, responsive web design, javascript, ux, angular, vue.js, web development, front end, backend development, bootstrap, python, c++, php, typescript",Front End Developer,3,7
681622,1561,"cvs, git, svn, sql and pl/sql tuning, sql, ibm websphere, weblogic, tomcat, microservices, java, rest api, soap, web services, soa, maven, jenkins, oracle bpel, junit, jax-rs, jax-ws, swagger, spring, spring boot, struts, hibernate, ibatis, eclipse, jpa, jquery, css, bootstrap, bpm, javascript, j2ee, scrum, webmethods for bpm developers, xslt, uml, tfs",Senior Software Engineer,4,15
676652,1563,"c#, html, .net, ASP.Net Core, angular, android, git repository, jenkins, sql server, javascript, tdd, nunit, xunit, jquery, ajax, web api, rest api, java",Software Engineer .Net at Crossover,3,6
679790,1563,"mongodb, java, c++, php, css, html, oracle db, mysql, azure, .net, c#, sql server, software engineering, testing, unit testing, android, mvc, javascript, vue.js, angular, jquery",Full Stack .NET developer,3,7
664641,1568,"es6, php, angularjs, css, html, javascript, devops, es7, es2015, git, mysql, angular, responsive web design, responsive development, responsive layout, jquery, single-­page applications, db2, agile, node.js, graphql, express.js, front end, user interface, redux, fast learning, full stack, ui, typescript, react.js, ux, sql, oriented object, rest api, backend development, foundation, bootstrap, java, nosql, api",Software Development Engineer,3,13
700166,1568,"jquery, es2015, es6, css, html, foundation, git, bootstrap, javascript, github, php, mysql, oracle db, tortoise, typescript, node.js, scrum, vue.js, react.js, postman, jira, responsive development, uml, jboss drools",FullStack Developer,3,5
659032,1569,"spring, react.js, architecture, databases, full stack, backend development, fast learning, communication, ruby on rails, primefaces, css, soa, jboss, weblogic, xcode, tomcat, rest api, soap, ireport, mysql, postgresql, junit, ejb, node.js, angular, jsf, c++, jsp, oracle db, pl/sql, html, java, javascript, jdbc, jpa, jquery, express.js, aws, ec2, agile, mongodb, eclipse, intellij, maven, tfs, git, opencv, visual studio code, spring boot, h2 database",Full Stack Developer,3,8
649954,1578,"agile, klipfolio, power bi, python, postgresql, mongodb, unix, vba, vbscript, unix system administration, pandas, unix shell scripting, linux, rest api, etl, relational database, flask, django, docker, nosql databases, tableau, google cloud, git, klipfolio, sql",Data Engineer,3,6
664182,1581,"scrum master, scrum, agile, mvc, pmbok, aws, javascript, react native, react.js, html, firebase, matlab, es6, css, rest api, mobile development, c, c++, lua, python, jade, redux, d3.js, node.js, mongodb, git, angular",Full-stack Developer,3,8
639994,1584,"sql server, oracle db, sql, integration services, python, scikit-learn, pandas, data warehouse, dimensional modeling, business intelligence, business analysis, relational database, power bi, machine learning, data analysis, mentoring, data science, data mining, data visualisation, odi, etl, pl/sql, olap",Data Analyst,3,11
715544,1585,"devops, System Administration, docker, python, jenkins, microservices, sysops, network engineering, microsoft certified system administrator, infrastructure, google cloud, agile methodologies, confluence, continuous integration, continuos deployment, neo4j, bigquery, gcp, jira, powershell, ansible, chef, puppet, node.js, aws, continuous delivery, cloudformation, microsoft active directory, cloud computing, rds, shell script, terraform, serverless, sql, team leadership, azure, django, server administration, security and risk management, kubernetes, solutions architect, bigdata","DevOps, Infrastructure & Site Reliability Engineer",3,9
635261,1590,"mobile development, full stack, javascript, java, fast learning, strong communication skills, git, agile, kotlin, scrum, scrum master, unit testing, android, react native, docker",Mobile Developer,3,10
637760,1590,"test automation, full stack, strong communication skills, backend development, agile, microservices, maven, spring mvc, soap, rest api, git, eclipselink, html, python, gerrit, jenkins, continuous integration, docker, junit, spring boot, typescript, vue.js, angular, architecture, fast learning, gradle, ant, maven knowledge, gradle, english, relational database, leadership, leading skills, jdbc, api, spring, json, quartz, jboss, apache, mvc, jsf, hibernate, mysql, cdi, oracle db, java, eclipse, ejb, javascript, jboss application server, linux, matlab, programming, software development, software engineering, sql, uml, tomcat, j2ee, architecture analysis, team leadership, team player, xml, unit testing, integration test, oop, node.js, mockito, svn, svn",Full Stack Developer,3,5
644666,1590,"docker, javascript, css, node.js, software development, selenium, html, adobe experience manager 6.1, angular, web development, web services, vue.js, java, web components, salesforce.com, aws, react.js, cms, google cloud, agile, fast learning, terraform, graphq, graphql",Software Engineer,3,5
659872,1590,"json, react.js, spring cloud, jee 4/5/6/7, web api, web applications, spring boot, artificial intelligence, xml, javascript, jenkins - basic, git, ssh, linux, docker, people management, agile, swagger, rest api, backend development, front end, java, data mining, python, delphi, Big Data, data science, devops, oracle db, postgresql, aws, nosql databases, design patterns","Expert at design, develop and maintain high-scalab",3,14
664005,1590,"ruby on rails, android, elasticsearch, mongodb, php, postgresql, wordpress, google cloud, aws, git, retrofit, front end, angular, sass, html, node.js, mvvm, sqlite, continuos deployment, bemcss, kotlin, docker, firebase, gradle, less / sass, devops, redis, ionic framework, typescript, webpack, jenkins, javascript",Software Engineer,3,6
679140,1590,"mysql, sql, creativity, hard-working, java, tcl, json, xml, bash script, detail oriented, github, japanese, photography, communication, perl, c, python, html, shell script, sql server, microsoft office, ms excel, jira, confluence, git, linux, unix, unix shell scripting, unix system administration, coaching, project lead, team leadership, estimation, requirement gathering, requirements analysis, analytical and critical thinking skills, etl, collaboration, team management, data analysis, automation",Senior Software Developer,4,19
682447,1590,"java, hibernate, git, tomcat, rest api, html, css, sql, eclipse, uml, jpa, agile development methodology, web services, svn, jenkins, json, ddd, oracle db, mysql, postgresql",Software Engineering Analyst (Java),3,9
663403,1593,"scss, front end, node.js, communication, sql, react native, react.js, angular, javascript, mongodb, express.js, python, pandas, numpy, machine learning, aws, dynamo db, d3.js, data visualisation, graphql, typescript, sketch, wordpress",Fullstack Software Engineer.,4,6
680879,1593,"firebase, docker, bluemix, eslint, webpack, babeljs, es6, redux, mochajs, express.js, node.js, aws, javascript, react native, react.js, mongodb, server less, ui, redux-saga, es7, agile, php, styled-components, now.sh, swagger, restify, rest api, heroku, css, html, english, mysql, ux, postgresql, saas, sass, api, graphql, redis, sql, test automation, mongoose",React Application Architect,3,11
649313,1600,"salesforce.com, machine learning, python, ios, swift, databases, entrepreneurship, mysql, lua, xcode, corona sdk, mobile application development, php, git",Sr iOS developer & Machine Learning Engineer,3,11
714965,1602,"javascript, linux, java, kotlin, spring, hibernate, sql, multithreading, jenkins, gradle, ant, maven knowledge, git, docker, postgresql, bash script, tomcat, spring data, spring cloud, spring boot, devops, gitlab",Backend developer,3,6
668882,1603,"github, docker, rest api, ruby, redis, mysql, postgresql, delphi, sql, any programmer language, api, ruby on rails, mysql, git, gitlab, javascript, vue.js",Fullstack,3,12
675384,1612,"python, django, es6, startups, react native, software developer, backend development, node.js, redux, json, mongodb, react.js, express.js, mysql, bootstrap, javascript, communication, graphql, java, nosql databases, computer science, algorithms, html, css, databases, problem solving, scss, sql, jquery, rest api, front end, redis, data structures, postgresql, git, agile",Software Developer,4,3
677085,1612,"mentoring, ruby on rails, ios, api, jquery, rspec, html, css, postgresql, git, github, bitbucket, stripe, sqlite, mysql, mongodb, haml, slim, node.js, basecamp, trello, objective-c, javascript, sinatra, apache, capistrano, heroku, linux, shell script",Individual Consultant,3,6
650929,1619,"android, scrum, spring, c, postgresql, eclipse, node.js, react.js, kanban, agile methodologies, spring boot, rest api, scrum master, osgi, java, aws, javascript, sql, mongodb, docker, nosql",Senior Software Engineer / Tech Lead,4,12
636058,1621,"storyboard, xcode, react native, reactivex (rxjava, rxphp, rxswift), android studio, github, git repository, git flow, bitbucket, agile, scrum, corelocation, git, xml, soap, coredata, jira, testing, unit testing, realm, javascript, html, css, kotlin, json, rest api, mobile application development, mobile applications, ios, ios design patterns, ios native framework, java, design patterns, mvvm, mvc, mvp, mobile development, objective-c, android, swift",Mobile Developer,3,13
678095,1621,"swift, ios, objective-c, agile, sonarqube, xctest, jenkins - basic, react native, ios design patterns, team leadership, github, firebase, mobile applications, swiftlint",Senior Software Engineer,3,8
666584,1622,"android, c, web development, eclipse, grails, ios, java, javascript, jquery, linux, sql server, oracle db, php, scrum, sql, uml, unix, xml",Android Developer,3,5
679027,1623,"nginx, jenkins, cloud computing, kubernetes, jira, centos, redhat, git, azure, aws, terraform, linux, windows, python, bash script, docker, ansible, scripting, devops",DevOps engineer,3,9
710723,1630,"project management professional, react.js, testing, hadoop, spark, full stack, kubernetes, docker, ansible, google cloud, angular, node.js, flask, sql development, mongodb, devops, aws, mariadb, python, c#, cloud computing, aws redshift, data integration - enterprise, system architect, linux, qt (c/c++), jvm, databases, database design, integration test, a/b tests, bitbucket, svn, nagios, hortonworks, startups, scala, hbase, elasticsearch, extreme programming, leadership, vue.js, nosql databases, less, less / sass, management, cassandra, bigquery, d3.js, bash script, tableau, data studio, google api's, google analytics, boost, storm, boost c++ libraries, c++, java, qa, hive, high availability, automation, automation projects, rest api, microservices, agile, social media, software architecture, hibernate, spring, customer service, web api, puppet, continuos deployment, containerization, j2ee, hibernate 3 and 4, jboss, ui, kanban, redux, css, jquery, express.js, apache, ruby on rails, clojure, any programmer language, control-m, analytical and critical thinking skills, analitical mind, analytics, debian, oop, architecture, architectural patterns, architecture analysis, lambda expressions, data science, data analysis, oriented object, django, mysql, product design, product management, infrastructure, system engineering, system analysis, team leadership, team management, communication, redshift, computer science, scripting, continuous delivery, spring boot, jms, git repository, continuous integration, http, c, .net, mvvm, mvc, mvc 4 & 5, mvc - advanced, ASP.Net Core, ASP.Net MVC, asp, visual studio, ci/cd automation, git, github, gitlab, unit testing, azure api management, sql, sqlalchemy, sql server, scrum, xp, lean, scrum, scrum master certified, nosql, kafka, json, redis, api, test management, test case, test design, jira, relational database, html, machine learning, mac os, artificial intelligence, numpy, scientific computing, scikit-learn, windows forms, windows azure, test automation, test-driven development (tdd), customer experience, customer relationship, customer management, ibm bluemix, data mining, algorithms, data structures, data presentation, customer support, blue prism, open source, excel, microsoft entity framework, wpf, wcf, go lang, saas, typescript, design patterns, cloudera, blockchain technologies, ethereum, qt, ubuntu server, socket.io, Big Data, software engineering, software development, teamcity, lead developer, javascript, java patterns, swagger, product owner, azure, agile & waterfall methodologies, agile development methodology, agile methodologies, agile and kanban process, jenkins, perforce, ec2, eclipse, visual studio code, visual c++, unix, unix shell scripting, linux kernel, tech recruiting, backend development, software developer, postgresql, jdbc, problem solving",An IT professional with 19+ years experience,3,19
684502,1634,"ruby on rails, javascript, php, git, tdd - intermediate, react native, react.js, jquery, ionic framework, angular, android, sql, aws, heroku",Software Engineer,3,9
635309,1635,"css, html, xml, mobile development, e-commerce, mobile commerce, Magento Developer, backend development, php, selenium, ruby, python",Web Developer,3,4
714814,1641,"javascript, spring, java sdk 1.5 1.6 1.7 and 1.8, postgresql, mongodb, oracle db, jms, microservices, rabbit mq, jvm, kotlin, kafka, java, aws, google cloud, chef, sql, mysql, redis, docker, startups, ruby, ruby on rails, cache, rest api, spring boot, spring data, spring jpa, spring jdbc, spring mvc, spring security, oauth2, agile, agile methodologies, tdd, bdd - behavior-driven development, java security, protobuf, grpc, json, xml, performance and tuning, api, integration architecture, integration test, unit testing, performance optimization, performance test planning",Staff Software Engineer and Lead Developer,3,9
649627,1642,"aws, angular, php, javascript, css, phalcon, laravel, sql, mysql, sql server, react.js, mariadb, ruby, django, flask, scrum, apache, subversion, codeigniter, phantomjs, casperjs, selenium, continuous integration, html, devops, mvc, continuous delivery, wordpress, node.js, sass, svn, express.js, oop, agile, gulp, blade, linux, jenkins, rest api, postgresql, lamp, ansible, jquery, docker, vue.js, ruby on rails, python, mongodb, nginx, git, linux debian, nosql",Senior Software Developer - Tech Leader,2,9
698491,1643,"coredata, cocoapods, git, swift, xcode, ios design patterns, ios, mobile application development, git flow, jira, agile, github",Computer Science Technician,3,8
661538,1644,"front end, html, css, jquery, react native, javascript, react.js, redux",Front-end Developer,3,5
715700,1650,"jira, webpack, react.js, npm, mysql, grunt; gulp, photoshop, php, jquery, git, linux, continuous integration, circle ci, bemcss, postcss, elastic beanstalk, mongodb, mongoose, pug, javascript, wordpress, html, css, node.js, less, sass",Front-end developer,3,13
639683,1657,"node.js, nosql, javascript, aws, react.js, html, css, agile, angular, java, android, sql, backbone.js, rest api",Fullstack Developer,3,7
665902,1657,"kubernetes, javascript, docker, laravel, lumen, jira, react.js, es6, ecmascript, doctrine, orm, saas, mysql, communication, express.js, graphql, git, git flow, rest api, web services, aws, redux, test-driven development (tdd), zend framework, Magento Developer, apache, nginx, mongodb, databases, typescript, node.js, react native, php, angular",Back-end developer / Technology trouble maker,4,5
666352,1657,"git, typescript, jira, agile, jenkins, react.js, ionic framework, vue.js, react native, php, mysql, angular, laravel, java, javascript, node.js, android, docker, network engineering, linux, mongodb, html, responsive web design, soap, socket.io","Software Engineer ",4,7
711675,1657,"docker, english, html, postgresql, css, node.js, mongodb, databases, elasticsearch, loopback, nosql, redis, backend development, full stack, sql server, react.js, windows, mysql, api, rest api, rabbit mq, flask, express.js, django, python, jquery, linux, sql, scrum, javascript, agile methodologies, git, numpy, pandas, typescript, oop, functional programming",Software Engineer,3,6
812053,1657,"sdlc practices, java, sql, typescript, microservices, node.js, aws, postgresql, mysql, sql server, oracle db, react.js, vue.js, .net, javascript, html, css, php, drupal, graphql",Full Stack Developer,3,13
666956,1662,"c#, .net, html, eclipse, hibernate, javascript, jquery, selenium, spring, apache tomcat, groovy, liquibase, postgresql, angular, apache cordova, iis, nhibernate, node.js, sass, twitter bootstrap, docker, kubernetes, openshift, c, sql, linux, maven, java, react.js, css, apache camel, swing, jenkins, visual studio, ansible, bootstrap, git, wpf, software developer, full stack, relational database, front end, unit testing, databases, architecture, redis, backend development, junit, agile, agile methodologies, oop, oriented object, jira, web applications, fast learning, scrum, mysql, devops",Full-Stack Developer,3,10
642003,1668,"rest api, mysql, postgresql, object oriented design, database design, microservices, open source, saas, full stack, fast learning, redis, lead developer, vue.js, javascript, api, ruby on rails, ruby, backend development, node.js, git, sql, nosql, google cloud, oop, mvc",Senior Ruby on Rails Developer,3,12
667334,1668,"shell script, sql, ruby on rails, javascript, postgresql, docker, react.js, backbone.js, selenium, metasploit, rspec, redux, shopify, ruby, metabase, aws, metabase",Software Engineer,4,4
801593,1674,"flexbox, c#, javascript, react.js, redux, sql server, genexus 8, 9, x ev1, ev2, ev3, html, css, material ui",Web Developer,3,9
899598,1677,"r programming, pandas, sql, mongodb, react.js, microservices, kubernetes, flask, aws, ec2, data analysis, data science, machine learning, tableau, rest api, agile, jenkins, es7, json, mvc, json, jdbc, xml, xml/schema design, jdbc, nosql, javascript, java, node.js, python, docker, travis ci, sonarqube, ansible, github, jira, confluence, spring boot, spring, express.js, spring mvc, celery, kafka, rabbit mq, django, j2ee",Java/python/javascript webapp/REST API developer,3,15
684569,1685,"git, postgresql, mynql, mysql, python, django, docker, sqlalchemy",Backend engineer,4,12
758549,1693,"gitlab, google cloud, aws, kubernetes, docker, ci/cd automation, hadoop, Big Data, dc/os, ansible, terraform, sql, nosql databases, travis ci, management, team management, kanban, data analysis, data integration - enterprise, leadership, agile methodologies, scrum, devops",DevOps | Data Engineering | Cyber security,3,10
679570,1694,"javascript, react.js, gitlab, github, continuos deployment, continuous delivery, continuous integration, programming, software architecture, software engineering, project coordination, mobile application development, mongodb, sails.js, mongoose, heroku, aws, google app engine, bluemix, express.js, open source, blogging, technical documentations, travis ci, bitbucket, medium, docker, typescript, full stack, node.js, devops, front end, backend development, java, php, jquery, angular, react native, ionic framework, nginx",Senior Javascript Engineer,4,9
681438,1704,"php, databases, machine learning, Big Data, full stack, docker, hadoop, spark, git, api, python",Senior Python data and machine learning engineer,3,8
684312,1714,"flux, babeljs, scrum, react native, typescript, kanban, redux, git, github, git flow, azure, jira, remote work, rest api, graphql, mochajs, ux, ui, yarn, npm, es6, es7, webpack, html, css, sass, react.js, javascript, agile, jest, tdd, version controll, mobile development, web development, node.js, express.js, mongodb, mongoose",React Front-End Developer,3,4
666552,1718,"java, retrofit, react native, react.js, jira, agile, kotlin, firebase, butter knife, rest api, bootstrap, google app engine, javascript, json, linux, python, software engineering, sql, uml, xml, angular, fast learning, communication, android, hibernate, github, gerrit, git, perforce, ruby on rails",Mobile Developer,3,6
635884,1728,"apex, lighting, visualforce, javascript, salesforce.com",Salesforce Developer,3,6
678964,1734,"agile, android, english, git, java, kotlin, mvp, rest api, android studio, dagger, mvvm, portuguese, realm, retrofit",Android Developer,3,4
770253,1737,"react, typescript, git flow, ruby on rails, react.js, javascript",Fullstack Developer,3,5
682041,1746,"java, php, product owner, product management, data mining, data modeling and systems analysis, javascript, html, css, rest api, web applications, design patterns, agile, sql, angular, spring, software development, software engineering",Software Engineer,3,14
674864,1756,"agile, blade, scrum, testing, jest, mochajs, javascript, vue.js, react.js, graphql, node.js, php, laravel, jquery, git, react native, phonegap, cordova, ionic framework, ajax, json, scss, html, css, bootstrap, dart, oracle db, mysql, postgresql, webpack, redux, aws, cloud computing, docker, microservices, api, tdd, bdd - behavior-driven development, lamp, typescript, redis, java, rest api, sql, heroku, chai, ruby on rails",Senior Software Engineer,4,6
856228,1761,"agile methodologies, scrum, logistics, leadership, team leadership, agile, kanban, management, product management, product owner, saas, software development, tdd, presentation, english, javascript, software architecture, team management, oop, mvc, project management, budgeting, scrum master, sales and client focus, six sigma, object orientation, delivery processes, relational database, microsoft office, windows, data modeling and systems analysis, Big Data, people management, analytics, design thinking, lean mindset, programming","IT Service, Product & Software Engineering Manager",3,9
683374,1762,"mvc - advanced, sql, etl, mobile application development, ajax, xml, json, ASP.Net Core, ability to meet deadlines., backend development, front end, mvc, communication, startups, ui, ux, windows server, cloud computing, google cloud, microservices, architecture, full stack, linq, domain drive design, devexpress, oops, jquery, web api, seo, tsql, wordpress,  php,joomla,magneto,bootstrap, linux, windows, azure, bitbucket, lamp, design patterns, mysql, javascript, es6, sdlc practices, cordova, node.js, npm, html, css, single-­page applications, docker, scripting, typescript, ASP.Net MVC, angular, c#, git, git flow, gulp, gulp/grunt, rest api, webpack, php, bootstrap, cqrs, sql server, entity framework, asp.net mvc",Experienced Full Stack Developer,4,13
654900,1770,"javascript, jsp, java, spring mvc, struts, css, sql, html, jquery, svn, git",Software Developer (Java),4,9
683161,1770,"typescript, socket.io, docker, kubernetes, es6, express.js, ionic framework, git, sql server, continuous delivery, mvc modeling, rest api, unit testing, github, object oriented design, test-driven development (tdd), node.js, angular, javascript, java, backend development, front end, html, css, full stack, npm, agile methodologies, scrum, jira, mongodb",Fullstack Developer | Node.js | React | Angular,3,4
714412,1770,"scrum, .net, angular, web api, git repository, web applications, .net core, c#",Senior Full Stack Developer,3,4
955025,1770,"project coordination, project management, business analysis, data analysis, digital marketing, consulting, strategic planning, operations management, process improvement, communication, management, leadership",Computer Engineer | MBA,3,6
768876,1772,"python, php, mongodb, web development, flask, django, postgresql",web-developer,3,8
867979,1792,"git, jenkins, artifactory, nexus, subversion, devops, terraform, aws",Senior Associate,3,6
635575,1797,"unity, android studio, xcode, gradle, ant, maven knowledge, alm, silktest, jmeter, git, rest api, calabash, capybara, iso 8583, appium, junit, perl, c++, test automation, testing, swift, kotlin, xctest, cucumber, bdd - behavior-driven development, mobile development, arduino, istqb's ctfl, ruby on rails, technical recruitment, training & mentoring, qa, automation, java, agile and kanban process, jenkins, uft, jira, selenium, soap, devops, python, c#, quality assurance, agile, eclipse, scrum, android, shell script, api, sql, automated testing, functional testing, agile methodologies, documentation, unit testing, web api, startups, continuous integration, confluence, sonarqube, sonar, openshift, ios",Software QA Automation Engineer,3,5
868016,1801,"css, flexbox, javascript, react.js, node.js, git, express.js, sql, cloudant, angular, php, html, github, bootstrap, vuejs, vue.js, scrum, redux, design thinking, adobe fireworks cs6, adobe photoshop, figma, adobe after effects, imovie, figma, excel, ibm cognos, ibm bluemix, ibm cloudant",Application Developer,3,4
678751,1802,"enzyme, javascript, html, bootstrap, css, node.js, grunt, sass, jira, react.js, rest api, typescript, webpack, require.js, karma, es6, jasmine framework, angular, redux, jest",Senior Frontend Developer,4,9
713684,1804,"java, spring, rest api, kafka, sql",backend  Java engineer,3,9
638523,1811,"jira, github, json, bitbucket, gitlab, mobile development, fast learning, flutter, android framework, agile, software development, kotlin, linux, flutter, firebase, jackson, git, gson, mac os, java, android, android studio, eclipse, intellij, rest api, web services, clean architecture, gradle, maven, retrofit, junit, rxandroid, material design, mvp, butter knife, picasso, youtube api, ormlite, sqlite, realm, spring boot, hibernate, dagger, windows, zxing, scrum",Senior Android Developer,3,14
661684,1820,"java, javascript, html, css, angular, jquery, ruby on rails, php, mysql, postgresql, drupal, android, git, automated testing, react.js, node.js, mongodb",Full stack,3,8
856323,1820,"tdd, test-driven development (tdd), ruby, react, rails, es6, ruby on rails, react.js, elasticsearch, problem solving, stakeholder management, javascript, git, github, version control, speaking to be understood",Software Developer,3,3
714672,1822,"laravel, react.js, vue.js, mysql, pl/sql, java, php",Software Developer,4,10
667961,1830,"rest api, javascript, java, api, sql, agile, fast learning, strong communication skills, backend development, data science, full stack, php, mysql, postgresql, git, machine learning, bootstrap, jquery, ajax, css, docker, jira, python, django, communication, linux, windows, pattern recognition, jpa, jsf, hibernate, primefaces, scrum",Data Scientist with software develop. background,3,9
659562,1837,"continuous integration, redux, unit testing, nosql, typescript, api, css, e-commerce, es6, es7, git, html, information architecture, javascript, jquery, json, node.js, php, react.js, sass, scrum, seo, sql, user experience, web development, web project management, webpack, wordpress, agile methodologies, agile project management, ajax, team leadership, leading skills, express.js, mysql, lead developer",Senior Frontend Developer,3,15
635780,2846,"sql, oracle db, scrum, javascript, uml, microsoft office, mvc, wcf, html, bootstrap, css, pl/sql, sql server, visual studio, jenkins, microsoft visual studio, microsoft word, elasticsearch, microsoft project, microsoft excel, powerpoint, c#, tortoise, jquery, .net, oop, desktop applications, windows forms, ASP.Net Core, tfs, asp.net mvc, jira, web api, git, typescript",Software Engineer,3,12
639332,2850,"agile, scrum, typescript, node.js, ruby, android, ruby on rails, javascript, swift, shell script, es2015, heroku, backend development, test automation, git, aws, bash script, data structures, databases, ios, linux, mobile application development, mobile applications, network administration, network security, operating systems, react native, react.js, software development",Full Stack Javascript and Ruby developer,3,5
667092,2865,"es6, javascript, api, react native, redux, material ui, angular, typescript, css, scss, webpack, bootstrap, html, react.js, design patterns",Full Stack Engineer,3,5
899238,2867,"backbone.js, backend development, ruby, resque, mvc, postgresql, flux, python, react.js, docker, devops, mysql, jquery, rspec, jenkins, kafka, git, graphql, healthcare, rest api, ruby on rails, javascript",Full Stack Ruby on Rails Developer,3,6
813259,2868,"ruby, github, redis, scrum, agile, microservices, postgresql, mysql, aws, linux, sql, scrum master, team leadership, react.js, google cloud, ruby on rails, docker, kubernetes",Software Engineer & Team Leader,3,15
715544,2871,"django, azure, server administration, cloudformation, continuous delivery, team leadership, sql, serverless, terraform, shell script, rds, cloud computing, microsoft active directory, aws, node.js, google cloud, confluence, agile methodologies, continuos deployment, continuous integration, infrastructure, microsoft certified system administrator, network engineering, sysops, System Administration, devops, microservices, jenkins, python, docker, ansible, puppet, chef, powershell, jira, gcp, bigquery, neo4j, solutions architect, kubernetes, security and risk management, bigdata","DevOps, Infrastructure & Site Reliability Engineer",3,9
663852,2888,"sql, node.js, docker, react.js, typescript, redux, progressive web apps, graphql, aws, react native, postgresql, ui, javascript, es6, full stack, agile, git, rest api, css, express.js",Senior Full Stack Developer,3,7
813909,2889,"android, tdd, sql, scrum, javascript, unity, primefaces, c++, html, css, pl/sql, node.js, less / sass, web services, web api, bash script, rest api, xamarin, cold fusion, knockoutjs, powershell, opencv, qt, cuda, performance optimization, adobe flex, c#, scada, unit testing, fast learning, lead developer, linux, architecture analysis, angular, java, jquery, .net, asp.net mvc, regular expressions",System Architect,3,12
677996,2891,"rest api, docker, react.js, spring boot, php, java, javascript, angular, spring",System Engineer,0,5
911871,2896,"backend development, front end, node.js, mysql, team leadership, sql, angular, javascript, react.js, html, css, linux, aws, test-driven development (tdd), full stack, cloud computing, clean code, continuous integration, jenkins, postgresql, agile, clojure, python, java, code review",Senior Full Stack Developer,3,8
638815,2900,"java sdk 1.5 1.6 1.7 and 1.8, spring security, netflix api, automated testing, spring data, spring cloud, java, spring, spring boot, rest api, soap, oracle db, mysql, postgresql, docker, ansible, elk stack, mongodb, redis, maven, ejb3 +, apache cxf, oop, design patterns, jms, jmeter, web services, jboss application server, tomcat server, postman, jenkins, sonarqube, domain drive design, kubernetes, node.js, vagrant, git, git flow, github, bitbucket, gradle, ant, maven knowledge, gradle, graylog, spring mvc, kafka, netflix oss, oauth2, swagger, express.js, mongoose, typescript, tdd",Software Engineer,2,12
715191,2917,"spring boot, rabbit mq, jfrog artifactory, java, aws, mysql, microservices, kafka, ansible, jenkins, maven, elasticsearch, hibernate, git, github, bamboo, jira, tfs, gwt, salesforce.com, wso2is",software Engineer,4,5
677747,2919,"redux, graphql, html, java, javascript, python, sql, react.js, haskellcore, go lang, aws, android, node.js, kubernetes, hibernate, kotlin, agile methodologies, spring boot, spring, terraform, vagrant, mongodb, docker",Senior Software Developer (Full-Stack),4,6
711288,2943,"c#, ASP.Net MVC, .net, azure, sql server, react.js",".Net, Azure (IOT, Storage), React specialist",4,8
679254,2971,"react native, docker, spring mvc, spring boot, github, git, tfs, jira, zendesk, node.js, scrum, software development, sql, typescript, python, mysql, angular, css, html, javascript, jquery, operating systems, php, progress, uml, xml, java, json",Full Stack Developer,3,11
679018,2972,"python, java, quality assurance, test automation, jenkins, qa, jmeter, selenium, estimation, performance test planning, amazon web services, aws, ci/cd automation, linux, scrum, jira, testing, test planning and test script, webdriver, test case, test design",Senior QA Automation Engineer,3,6
710360,2982,"sidekiq, javascript, rspec, sql, postgresql, redux, elasticsearch, node.js, es6, es2015, heroku, aws, html, css, sass, scss, mongodb, mysql, github, git, ruby on rails, react.js, redis, ruby",Full-Stack Ruby on Rails Developer,4,5
655188,3002,"git, node.js, mysql, javascript, angular, react.js, vue.js, ionic framework, php, laravel, html, css, bootstrap",Full Stack Developer,3,8
